name,latitude,longitude,country,region,elevation_m,population,feature_type,geoname_id
Mount Calayan,19.32052,121.46747,Philippines,Cagayan Valley,543,0,mountain,1720426
Mount Mangrupid,18.4247,120.7353,Philippines,Ilocos,543,0,mountain,1701734
Mount Hinologan Calis,9.863,122.4706,Philippines,Western Visayas,543,0,mountain,1711608
Mount Limila,14.7295,121.2269,Philippines,Calabarzon,542,0,mountain,1706333
Mount Compananan,14.7353,121.2344,Philippines,Calabarzon,542,0,mountain,1717060
Mount Caunabayan,7.8278,125.9204,Philippines,Davao Region,542,0,mountain,1717679
Mount Tobu,7.48333,124.19139,Philippines,Autonomous Region in Muslim Mindanao,542,0,mountain,1681653
Taradungan Mountain,10.37849,119.5137,Philippines,Mimaropa,541,0,mountain,1682862
Mount Sining Capan,6.63167,122.20778,Philippines,Autonomous Region in Muslim Mindanao,537,0,mountain,1686185
Mount Gakit,7.57417,125.34056,Philippines,Davao Region,535,0,mountain,1996239
Mount Salimbagao,6.55389,125.34694,Philippines,Davao Region,534,0,mountain,1978482
Mount Telaptap,9.117,122.9552,Philippines,Central Visayas,533,0,mountain,1682532
Mount Taratara,10.9255,122.1003,Philippines,Western Visayas,533,0,mountain,7412147
Mount Caanisilagan,10.9293,124.7353,Philippines,Eastern Visayas,530,0,mountain,1722083
Mount Baganting,10.09694,125.16611,Philippines,Eastern Visayas,530,0,mountain,1729171
Mount Acsubing,10.45278,123.915,Philippines,Central Visayas,530,0,mountain,1732267
Mount Balsinong,6.10722,125.67833,Philippines,Davao Region,529,0,mountain,1727839
Mount Maasim,11.34691,122.27341,Philippines,Western Visayas,529,0,mountain,1704767
Mount Tinuntungan,6.83806,125.28,Philippines,Davao Region,528,0,mountain,1978724
Mount Nai-guin,9.9402,122.8632,Philippines,Western Visayas,527,0,mountain,1698546
Mount Akir Akir,7.42056,124.50722,Philippines,Soccsksargen,526,0,mountain,1978495
Mount Intigban,11.0563,122.1046,Philippines,Western Visayas,526,0,mountain,1710646
Mount Bulalo,14.10082,121.22658,Philippines,Calabarzon,525,0,mountain,1722993
Mount Junes,10.6958,122.0664,Philippines,Western Visayas,525,0,mountain,1710035
Bentoan Peak,10.14806,118.8225,Philippines,Mimaropa,523,0,mountain,1725561
Gap Hill,8.8363,117.5622,Philippines,Mimaropa,522,0,mountain,1713216
Mount Sohototon,11.56139,125.21389,Philippines,Eastern Visayas,522,0,mountain,1685893
Mount Rapu Rapu,13.19995,124.15918,Philippines,Bicol Region,520,0,mountain,1691861
Mount Bacacao,11.01611,119.45944,Philippines,Mimaropa,519,0,mountain,1729704
Knob Peak,19.55694,121.98,Philippines,Cagayan Valley,518,0,mountain,1708570
Mount Patunungan,18.32537,122.27055,Philippines,Cagayan Valley,518,0,mountain,1694294
Mount Galintan,6.95373,126.07391,Philippines,Davao Region,516,0,mountain,1713339
Mount Basig,16.8153,120.5168,Philippines,Ilocos,516,0,mountain,7612768
Mount Ilihan,10.5074,125.1125,Philippines,Eastern Visayas,515,0,mountain,1711066
False Balabac Peak,7.919,117.062,Philippines,Mimaropa,515,0,mountain,1713672
Mount Pulong Mabilog,15.9084,121.1626,Philippines,Central Luzon,515,0,mountain,1692528
Mount Malaqui Babui,18.41683,121.29016,Philippines,Cagayan Valley,512,0,mountain,1703032
Mount Magliliyot,12.0787,120.3004,Philippines,Mimaropa,511,0,mountain,1703847
Mount Munguit,6.03139,121.12472,Philippines,Autonomous Region in Muslim Mindanao,509,0,mountain,1957861
East Peak,11.29444,119.53,Philippines,Mimaropa,509,0,mountain,1713978
Mount Tungco,6.33,125.57861,Philippines,Davao Region,508,0,mountain,6569852
Tayong Peak,9.6361,124.0724,Philippines,Central Visayas,506,0,mountain,1682624
Mount Gawer,6.48083,124.0744,Philippines,Soccsksargen,504,0,mountain,1713094
Mount Agapang,17.5206,120.942,Philippines,Cordillera,503,0,mountain,1732176
Mount Bantag,12.1003,120.2477,Philippines,Mimaropa,502,0,mountain,1727064
Mount Luyang,9.8888,122.9251,Philippines,Western Visayas,502,0,mountain,1704857
Mount Gayana,6.08472,125.66667,Philippines,Davao Region,501,0,mountain,1713080
Mount Panay,13.723,120.898,Philippines,Calabarzon,501,0,mountain,1695615
Nopol Hill,6.23306,125.14056,Philippines,Soccsksargen,501,0,peak,1697579
Panlubongan Mountain,9.84278,122.52278,Philippines,Western Visayas,498,0,mountain,1695050
Mount Yabangan,10.8934,122.0413,Philippines,Western Visayas,498,0,mountain,7412163
Mount Butung,7.75333,125.07,Philippines,Northern Mindanao,494,0,mountain,1996474
Malanut Peak,9.19668,117.97778,Philippines,Mimaropa,494,0,mountain,1703071
Mount Syniop,6.46905,124.05194,Philippines,Soccsksargen,490,0,mountain,1685150
Mount Salimbao,6.26917,125.64611,Philippines,Davao Region,489,0,mountain,6569861
Mount Bacauan,7.615,123.2966,Philippines,Zamboanga Peninsula,488,0,mountain,1729650
Mount Pulantuna,14.0156,122.8441,Philippines,Bicol Region,486,0,mountain,1692583
Mount Ta-al,11.2976,122.3972,Philippines,Western Visayas,486,0,mountain,7412480
Mount Santa Rita,14.8222,120.3635,Philippines,Central Luzon,485,0,mountain,1687921
Mount Maria,7.32889,122.26917,Philippines,Zamboanga Peninsula,484,0,mountain,1700996
Gorro Peak,5.5269,120.85756,Philippines,Autonomous Region in Muslim Mindanao,483,0,peak,1712719
Mount Ynantagung,11.17028,119.4525,Philippines,Mimaropa,483,0,mountain,1679470
Mount Maon,15.00862,121.13977,Philippines,Central Luzon,480,0,mountain,1701344
Mount Cunonoyo,15.1891,120.0917,Philippines,Central Luzon,479,0,mountain,1716470
Mount Asgad,11.42333,125.20972,Philippines,Eastern Visayas,475,0,mountain,1730100
Mount Sujac,12.5724,124.0113,Philippines,Bicol Region,475,0,mountain,1685452
Mount Pacawagan,14.7269,121.1714,Philippines,Calabarzon,475,0,mountain,1696849
Mount Dakut,5.7336,120.9043,Philippines,Autonomous Region in Muslim Mindanao,474,0,mountain,1716121
Mount Santa Cruz,15.1472,120.0934,Philippines,Central Luzon,471,0,mountain,1688215
Mount Caramay,10.16351,119.2082,Philippines,Mimaropa,470,0,mountain,1718516
Mount Candungao,9.8711,123.9228,Philippines,Central Visayas,468,0,mountain,1719229
Mount Oltaloro,11.7292,120.0298,Philippines,Mimaropa,468,0,mountain,1697158
Mount Balanayo,5.62722,125.32556,Philippines,Soccsksargen,466,0,mountain,1958843
Bigain Hill,13.897,121.076,Philippines,Calabarzon,464,0,mountain,7393774
Mount Bucas,8.079,123.8718,Philippines,Northern Mindanao,463,0,mountain,1723577
Round Peak,13.6125,124.1269,Philippines,Bicol Region,463,0,mountain,1691452
Mount Bunglo,15.3091,120.113,Philippines,Central Luzon,462,0,mountain,1722618
Mount Tantauayan,9.9431,122.5449,Philippines,Western Visayas,462,0,mountain,1683033
Mount Apulagan,18.28787,122.30035,Philippines,Cagayan Valley,461,0,mountain,1730300
Mount Lundag,10.9351,124.4798,Philippines,Eastern Visayas,458,0,mountain,1705070
Mount Monondon,17.2567,120.5442,Philippines,Ilocos,458,0,mountain,1699316
Mount Canjamampaay,11.3849,124.5122,Philippines,Eastern Visayas,456,0,mountain,1719077
Mount Kabasalan,7.82222,122.81111,Philippines,Zamboanga Peninsula,456,0,mountain,1709953
Mount Bihag,11.72556,125.35583,Philippines,Eastern Visayas,455,0,mountain,1725332
Mount Baytangan,14.6698,121.2124,Philippines,Calabarzon,455,0,mountain,1725707
Mount Bacod,11.4186,123.0528,Philippines,Western Visayas,455,0,mountain,1729588
Mount Matarem,20.39115,121.94297,Philippines,Cagayan Valley,453,0,mountain,1703571
Mount Casapao,13.643,120.9156,Philippines,Calabarzon,448,0,mountain,1718189
Mount Mataba,14.6931,121.1641,Philippines,Calabarzon,448,0,mountain,1700558
Pancol Peak,10.9003,119.3855,Philippines,Mimaropa,446,0,mountain,1695593
Mount Ambulong,13.77786,120.15672,Philippines,Mimaropa,446,0,mountain,7567473
Mount Pinaguglongan,7.55833,125.34306,Philippines,Davao Region,445,0,mountain,1996248
Mount Osoguen,18.16278,122.21875,Philippines,Cagayan Valley,443,0,mountain,1696967
Mount Saugon,8.14056,126.05694,Philippines,Caraga,441,0,mountain,1687114
Mount Pera,15.2797,120.1635,Philippines,Central Luzon,441,0,mountain,1694049
Mount Naligang,14.2077,120.61,Philippines,Calabarzon,441,0,mountain,1698487
Hileman Hill,12.58443,121.10631,Philippines,Mimaropa,438,0,mountain,1711749
Mount Pantabaron,15.8433,121.0958,Philippines,Central Luzon,437,0,mountain,1694986
Omid Peak,10.904,119.436,Philippines,Mimaropa,437,0,mountain,1697135
Mount Cayluya,14.13778,120.65361,Philippines,Calabarzon,435,0,mountain,1717546
Mount Lantuan,11.3246,123.0627,Philippines,Western Visayas,432,0,mountain,1707420
Mount Apiton,11.1789,123.1059,Philippines,Western Visayas,432,0,mountain,1730355
Mount Nablo,15.14341,121.08627,Philippines,Central Luzon,432,0,mountain,1698941
Mount Carlo,13.685,121.208,Philippines,Calabarzon,431,0,mountain,1718359
Mount Panginraon,11.2733,122.6152,Philippines,Western Visayas,431,0,mountain,1695275
Mount Difun,16.4165,121.5469,Philippines,Cagayan Valley,430,0,mountain,1714973
Mount Urot,5.98001,121.26037,Philippines,Autonomous Region in Muslim Mindanao,430,0,mountain,1680194
Mount Nangabaywanan,19.32802,121.4335,Philippines,Cagayan Valley,429,0,mountain,1697600
Transept Hill,7.88,117.0541,Philippines,Mimaropa,429,0,mountain,1681349
Mount Nagirong,11.2515,122.3871,Philippines,Western Visayas,429,0,mountain,7412483
Mount Lico,18.46416,121.22697,Philippines,Cagayan Valley,428,0,mountain,1706519
Mount Transmitter Peak,6.40056,125.5775,Philippines,Davao Region,428,0,mountain,1681348
Mount Migtango,6.24972,125.65944,Philippines,Davao Region,428,0,mountain,6569864
Mount Makam,5.9395,120.9776,Philippines,Autonomous Region in Muslim Mindanao,427,0,mountain,1704624
Mount Busay,11.4008,124.8297,Philippines,Eastern Visayas,423,0,mountain,1722318
Silanga Peak,11.04028,119.54389,Philippines,Mimaropa,422,0,mountain,1686525
Mount Lunas,12.2903,122.0359,Philippines,Mimaropa,422,0,mountain,1705079
Mount Kulpidong,5.8,125.36639,Philippines,Soccsksargen,422,0,mountain,1708445
Mount Susungdalaga,15.13181,121.0895,Philippines,Central Luzon,422,0,mountain,1685178
Mount Banbanon,7.8189,125.8277,Philippines,Davao Region,421,0,mountain,1727490
Mount Susung Dalaga,14.3388,121.2327,Philippines,Calabarzon,421,0,mountain,1685181
Capaclan Hill,9.9261,122.4682,Philippines,Western Visayas,418,0,mountain,1718786
Taviran Mountains,7.10556,124.29556,Philippines,Autonomous Region in Muslim Mindanao,418,0,mountain,1682698
Mount Nanca,8.5916,123.5359,Philippines,Zamboanga Peninsula,418,0,mountain,1698329
Mount Reden,6.44444,125.33583,Philippines,Davao Region,418,0,mountain,6569773
Mount Gonting,13.77139,120.20306,Philippines,Mimaropa,417,0,mountain,1966023
Mount Alpaco,10.23428,123.6802,Philippines,Central Visayas,415,0,mountain,1731284
Mount Mayapa,14.99488,121.13831,Philippines,Central Luzon,415,0,mountain,1700060
Mount Abuyog,10.3767,125.0947,Philippines,Eastern Visayas,414,0,mountain,1732307
Dos Picos,14.2291,120.6694,Philippines,Calabarzon,414,0,mountain,1714368
Mount Pasmacanan,18.40594,122.25218,Philippines,Cagayan Valley,414,0,mountain,1694540
Mount Mahanggulod,14.13079,121.24237,Philippines,Calabarzon,413,0,mountain,7407462
Mount Sining Capan,6.61333,122.215,Philippines,Autonomous Region in Muslim Mindanao,412,0,mountain,1957356
Mount Camagon,14.1416,122.0216,Philippines,Calabarzon,412,0,mountain,1719951
Mount Banga,12.0366,120.1953,Philippines,Mimaropa,410,0,mountain,1727385
Mount Lanitoc,15.2988,120.1476,Philippines,Central Luzon,410,0,mountain,1707486
Mount Rocky,16.5572,122.2899,Philippines,Cagayan Valley,410,0,mountain,1691574
Mount Bangcay,15.77889,120.73389,Philippines,Central Luzon,408,0,mountain,1727291
Mount Poras,10.7846,122.1299,Philippines,Western Visayas,406,0,mountain,1692906
Mount Naconlong,11.37091,122.35741,Philippines,Western Visayas,406,0,mountain,7413062
Mount Bayuso,11.1302,122.7281,Philippines,Western Visayas,405,0,mountain,1725671
Mount Chinankan,11.8664,120.0001,Philippines,Mimaropa,405,0,mountain,1717412
Mount Yabang,14.6538,121.2168,Philippines,Calabarzon,405,0,mountain,1679553
Mount Villon,12.4388,123.4157,Philippines,Bicol Region,405,0,mountain,1679828
Pyramid Hill,9.0725,118.0166,Philippines,Mimaropa,404,0,mountain,1692248
Drake Peak,10.50068,119.6236,Philippines,Mimaropa,403,0,mountain,1714351
Mount Monkiaua,6.55861,125.48361,Philippines,Davao Region,403,0,mountain,1699320
Mount Latugon,8.6783,123.4888,Philippines,Zamboanga Peninsula,402,0,mountain,1707107
Mount Palan,5.8135,121.1638,Philippines,Autonomous Region in Muslim Mindanao,401,0,mountain,1696308
Mount Dupungan,7.6364,123.3218,Philippines,Zamboanga Peninsula,396,0,mountain,1714036
Mount Vizcaya,13.2399,124.0176,Philippines,Bicol Region,395,0,mountain,1679753
Ganalatan Peak,6.46167,122.06611,Philippines,Autonomous Region in Muslim Mindanao,394,0,mountain,1713278
Mount Talipao,5.94472,121.07583,Philippines,Autonomous Region in Muslim Mindanao,391,0,mountain,1683902
Big Peak,10.57217,119.6226,Philippines,Mimaropa,389,0,mountain,1725347
Mount Parangan,5.97753,121.40193,Philippines,Autonomous Region in Muslim Mindanao,389,0,mountain,1694758
Mount Three Peaks,10.65454,124.44537,Philippines,Central Visayas,386,0,mountain,1682464
Mount Balungao,15.86372,120.68085,Philippines,Ilocos,382,0,mountain,1722975
Strait Peak,10.9745,119.3236,Philippines,Mimaropa,381,0,mountain,1685660
Mount Batuanan,9.865,124.4172,Philippines,Central Visayas,379,0,mountain,1726050
Mount Mabajon,10.5998,124.7969,Philippines,Eastern Visayas,378,0,mountain,1704707
Mount Inaburan,6.3825,125.60389,Philippines,Davao Region,377,0,mountain,6569879
Mount Sibuguey,7.60028,122.81556,Philippines,Zamboanga Peninsula,376,0,mountain,1686748
Mount Amorong,15.8366,120.8066,Philippines,Ilocos,376,0,mountain,1731005
Mount Olila,14.07765,121.21454,Philippines,Calabarzon,376,0,mountain,1697196
Mount Tres Reyes,7.6984,123.007,Philippines,Zamboanga Peninsula,376,0,mountain,1681326
Meacac Mountain,10.9706,119.3594,Philippines,Mimaropa,375,0,mountain,1699906
Mount Matigao,12.01776,123.23251,Philippines,Bicol Region,373,0,mountain,7522658
Mount Abnataclayong,5.675,125.36694,Philippines,Soccsksargen,370,0,mountain,1732411
Mount Tarranosa,7.5298,123.145,Philippines,Zamboanga Peninsula,367,0,mountain,1682790
Mount Mirador,16.41667,120.58333,Philippines,Cordillera,366,0,mountain,1699509
Mount Agyaboy,18.30127,122.32405,Philippines,Cagayan Valley,366,0,mountain,7410724
Bagahupi Peak,11.32333,124.89222,Philippines,Eastern Visayas,364,0,mountain,1729225
Ilihan Hill,10.6499,124.45,Philippines,Central Visayas,363,0,mountain,7491970
Mount Capoto-on,12.22172,125.08085,Philippines,Eastern Visayas,362,0,mountain,1718616
Liminangcong Peak,10.989,119.3197,Philippines,Mimaropa,362,0,mountain,1706331
Mount Catmon,10.3659,125.141,Philippines,Eastern Visayas,362,0,mountain,1717833
Omid Shoulder,10.8999,119.4488,Philippines,Mimaropa,362,0,mountain,1697134
Mount Udahan,9.66417,123.99031,Philippines,Central Visayas,362,0,mountain,1680442
Taran Hill,5.988,120.9322,Philippines,Autonomous Region in Muslim Mindanao,361,0,mountain,1682847
Mount Maybato,10.8078,122.0906,Philippines,Western Visayas,358,0,mountain,1700039
Mount Balogo,10.851,122.3697,Philippines,Western Visayas,357,0,mountain,1727896
Mount Lapak,5.517,120.7599,Philippines,Autonomous Region in Muslim Mindanao,357,0,mountain,1707379
Mount Masawa,13.9256,120.6842,Philippines,Calabarzon,355,0,mountain,1965996
Pinto Mountain,7.21639,124.84056,Philippines,Soccsksargen,354,0,mountain,1978605
Mount Biladali,5.2824,120.1124,Philippines,Autonomous Region in Muslim Mindanao,349,0,mountain,1725307
Mount Bitu,6.50472,125.55111,Philippines,Davao Region,347,0,mountain,6569894
Mount Caliduan,8.58361,125.36917,Philippines,Caraga,346,0,mountain,1720328
Mount Puldulan,12.1109,120.0459,Philippines,Mimaropa,346,0,mountain,7390010
Mount Labañgan,15.0781,120.1399,Philippines,Central Luzon,345,0,mountain,1708364
Mount Maateg,11.02611,119.37083,Philippines,Mimaropa,345,0,mountain,1704734
Jungle Mountain,17.77823,121.81733,Philippines,Cagayan Valley,345,0,mountain,1710032
Mount Amangsarahacan,11.21111,125.40583,Philippines,Eastern Visayas,344,0,mountain,1731178
Mount Cayoguiocan,10.5837,124.8722,Philippines,Eastern Visayas,343,0,mountain,1717540
Bongao Peak,5.01361,119.74222,Philippines,Autonomous Region in Muslim Mindanao,342,0,mountain,1724084
Mount Mapulang Kamay,12.1241,120.2727,Philippines,Mimaropa,342,0,mountain,7389729
Mount Tudoc,5.94167,125.31333,Philippines,Soccsksargen,339,0,mountain,1958787
Mount Ledan,7.0293,118.5036,Philippines,Mimaropa,337,0,mountain,1706900
Mount Pana,7.9158,123.9071,Philippines,Northern Mindanao,336,0,mountain,1695809
Mount Timuyug,8.54917,125.40778,Philippines,Caraga,334,0,mountain,1682035
Mount Kuluban,12.0819,120.0772,Philippines,Mimaropa,334,0,mountain,7390012
Mount Leson,18.48526,122.22925,Philippines,Cagayan Valley,331,0,mountain,1706824
Mount Dinapiqui,16.52844,122.24464,Philippines,Cagayan Valley,331,0,mountain,1714758
Calagnaan Mountain,11.4734,123.2095,Philippines,Western Visayas,331,0,mountain,7430736
Mount Bandarin,6.79972,125.34222,Philippines,Davao Region,330,0,mountain,1978631
Mount Bonaba,15.8556,121.1115,Philippines,Central Luzon,329,0,mountain,1724191
Mount Blit,6.92861,124.28306,Philippines,Autonomous Region in Muslim Mindanao,328,0,mountain,1979152
Mount Ten Seventy Hill,5.37889,125.41389,Philippines,Davao Region,326,0,mountain,1958890
Mount Pitogo,5.90117,121.2909,Philippines,Autonomous Region in Muslim Mindanao,326,0,mountain,1693301
Mount Bijiang,14.1618,121.16612,Philippines,Calabarzon,323,0,mountain,1725324
Chinayan Peak,10.9711,119.2843,Philippines,Mimaropa,323,0,mountain,1717409
Mount Masombrero,13.2564,120.5618,Philippines,Mimaropa,323,0,mountain,1700598
Guibanderahan Mountain,9.7558,123.8234,Philippines,Central Visayas,323,0,mountain,7449847
Low Hock,8.65512,117.42849,Philippines,Mimaropa,322,0,mountain,1705495
Mount Datu Sali,5.11694,119.93667,Philippines,Autonomous Region in Muslim Mindanao,321,0,mountain,1715381
Mount Quimalogong,15.0773,120.1072,Philippines,Central Luzon,320,0,mountain,1692131
Mount Luyong,14.10965,121.24626,Philippines,Calabarzon,318,0,mountain,1704851
Olongo Peak,10.8982,119.2648,Philippines,Mimaropa,318,0,mountain,1697170
Mount Agsubay,11.2624,122.8433,Philippines,Western Visayas,316,0,mountain,1731920
Mount Kan Kaukab,5.98528,121.17306,Philippines,Autonomous Region in Muslim Mindanao,314,0,mountain,1957864
Mount Buraay,11.2959,123.0903,Philippines,Western Visayas,313,0,mountain,1722522
Kitakal Hill,6.49639,125.30917,Philippines,Davao Region,312,0,mountain,6569756
Mount Mapote,5.15361,119.94667,Philippines,Autonomous Region in Muslim Mindanao,311,0,mountain,1701243
Mount Taal,14.00401,120.99133,Philippines,Calabarzon,311,0,mountain,1685140
Anato Peak,11.015,119.32278,Philippines,Mimaropa,309,0,mountain,1730848
Tandu Hill,5.96169,121.39603,Philippines,Autonomous Region in Muslim Mindanao,308,0,mountain,1683245
Conical Peak,13.8404,124.1569,Philippines,Bicol Region,306,0,mountain,1716942
Mount Masaia,14.15346,121.15627,Philippines,Calabarzon,306,0,mountain,1700782
Bancuan Mountain,11.1712,119.6132,Philippines,Mimaropa,306,0,mountain,7388060
Mount Dependak,12.1033,120.2199,Philippines,Mimaropa,304,0,mountain,7390046
Munkayawa Hill,6.54194,125.50306,Philippines,Davao Region,304,0,mountain,6569888
Mount Taobun,11.86488,121.92931,Philippines,Western Visayas,303,0,mountain,1683003
Mount Alimono,9.9352,124.0339,Philippines,Central Visayas,302,0,mountain,1731438
Mount Boray,11.40051,122.31881,Philippines,Western Visayas,302,0,mountain,7413045
Mount Mayabobo,13.97673,121.4531,Philippines,Calabarzon,300,0,mountain,1700094
Mount Mabitog,14.13693,121.15859,Philippines,Calabarzon,295,0,mountain,7405745
Mount Maburgos,13.9921,120.6385,Philippines,Calabarzon,282,0,mountain,1704477
North Tuluran Peak,11.00472,119.28917,Philippines,Mimaropa,278,0,mountain,1697515
Mount Abunug,11,124.68333,Philippines,Eastern Visayas,258,0,mountain,1732321
Mount Awak,6.04444,121.03444,Philippines,Autonomous Region in Muslim Mindanao,254,0,mountain,1729910
Mount Pintong Itim,13.9125,120.6916,Philippines,Calabarzon,253,0,mountain,1965998
Mount Tamlong,14.0825,121.24125,Philippines,Calabarzon,249,0,mountain,1683463
Mount Maus,11.7485,119.9923,Philippines,Mimaropa,244,0,mountain,1700127
Mount Camotes,14.16224,121.15212,Philippines,Calabarzon,244,0,mountain,7405747
Mount Cauayan,11.0871,124.4747,Philippines,Eastern Visayas,240,0,mountain,1717726
Mount Buod Mainat,9.19944,118.14556,Philippines,Mimaropa,238,0,mountain,1722533
Mount Patikul,6.07583,121.03972,Philippines,Autonomous Region in Muslim Mindanao,235,0,mountain,1694386
Mount Natangdol,12.20016,121.08911,Philippines,Mimaropa,230,0,mountain,1698001
Mount Cinital,7.54936,122.41612,Philippines,Zamboanga Peninsula,221,0,mountain,1717378
Mount Parang Parang,7.729,123.0744,Philippines,Zamboanga Peninsula,221,0,mountain,1694748
Mount Buboy,14.09651,121.24355,Philippines,Calabarzon,215,0,mountain,7405701
Mount Talipusa,14.21614,120.75994,Philippines,Calabarzon,207,0,mountain,1683897
Mount Northwest,12.5909,122.0153,Philippines,Mimaropa,200,0,mountain,1697511
Bejia Mountain,12.8841,123.2562,Philippines,Bicol Region,197,0,mountain,7374253
Mount Obo,11.97756,123.17541,Philippines,Bicol Region,179,0,mountain,7431136
Lokat Mountain,12.8694,123.1878,Philippines,Bicol Region,179,0,mountain,7374241
Mount Pauican,10.6034,122.0876,Philippines,Western Visayas,169,0,mountain,1694274
Mount Samat,14.60222,120.49139,Philippines,Central Luzon,168,0,mountain,1690643
Mount Bulauan,14.1743,122.5566,Philippines,Bicol Region,153,0,mountain,1722933
Mount Canoling,12.60183,121.06731,Philippines,Mimaropa,136,0,mountain,1718976
Mount Payapao,12.6472,122.1184,Philippines,Mimaropa,134,0,mountain,7414001
Mount Dinagat,6.09944,125.685,Philippines,Davao Region,128,0,mountain,6569836
Mount Dakula,5.98111,121.18083,Philippines,Autonomous Region in Muslim Mindanao,121,0,mountain,1716122
Mount Sandahan,5.90655,121.30195,Philippines,Autonomous Region in Muslim Mindanao,119,0,mountain,1690177
Mount Horn,11.18389,119.28194,Philippines,Mimaropa,119,0,mountain,1711526
Kaumpang Peak,5.73876,120.90839,Philippines,Autonomous Region in Muslim Mindanao,117,0,mountain,1709046
Mount Tamba,11.7733,121.959,Philippines,Western Visayas,111,0,mountain,1683660
Mount Calindo,12.0072,120.2801,Philippines,Mimaropa,103,0,mountain,7389732
Mount Bulaan,6.13361,121.83393,Philippines,Autonomous Region in Muslim Mindanao,100,0,mountain,1722966
Mount Malabobo,15.71953,120.30756,Philippines,Ilocos,100,0,mountain,1703326
Pinanginan Mountain,10.9576,119.2884,Philippines,Mimaropa,98,0,mountain,7386781
Mount Malpal,11.3459,123.1247,Philippines,Western Visayas,96,0,mountain,1702499
Mount Taguiptip,12.057,120.3122,Philippines,Mimaropa,96,0,mountain,7389735
Mipale Peak,10.8832,119.3735,Philippines,Mimaropa,95,0,mountain,1699514
Mount Timpoak,6.04389,121.16667,Philippines,Autonomous Region in Muslim Mindanao,94,0,mountain,1682041
Mount Glinoga,12.0292,120.0908,Philippines,Mimaropa,94,0,mountain,7390014
Mount Magasauangbato,13.6542,120.8616,Philippines,Calabarzon,93,0,mountain,1703993
Mount Kalebaong,12.1054,120.2031,Philippines,Mimaropa,92,0,mountain,7390045
Mount Sinagsagan,11.3571,122.9242,Philippines,Western Visayas,90,0,mountain,1686324
Mount Gorda,9.6042,124.2535,Philippines,Central Visayas,89,0,peak,1712741
Mount Namalayan,12.3656,121.4311,Philippines,Mimaropa,80,0,mountain,1698422
Mount Balantoc,14.03578,120.97049,Philippines,Calabarzon,76,0,mountain,1728451
Mount Maningkulat,5.4603,120.5825,Philippines,Autonomous Region in Muslim Mindanao,74,0,mountain,1958185
Mount Cuyapo,15.80111,120.65861,Philippines,Central Luzon,73,0,mountain,1716400
Mount Abing,6.65694,122.16694,Philippines,Autonomous Region in Muslim Mindanao,67,0,mountain,1732424
Mount Marawarawa,12.08327,119.95981,Philippines,Mimaropa,49,0,mountain,7388699
Mount Nalabujan,12.07437,119.95591,Philippines,Mimaropa,29,0,mountain,7388691
Mount Bato,7.77673,125.38498,Philippines,Northern Mindanao,,0,mountain,1996202
Mount Tamusan,7.74853,125.38577,Philippines,Northern Mindanao,,0,mountain,1996206
Mount Bulo,7.74753,125.3769,Philippines,Northern Mindanao,,0,mountain,1996207
Mount Sinakawan,7.74729,125.3717,Philippines,Northern Mindanao,,0,mountain,1996208
Mount Kilalom,7.71441,125.37754,Philippines,Northern Mindanao,,0,mountain,1996215
Mount Pamapko,7.68562,125.36548,Philippines,Northern Mindanao,,0,mountain,1996221
Mount Binasalan,7.66722,125.39472,Philippines,Northern Mindanao,,0,mountain,1996224
Mount Kabuling,7.65889,125.36472,Philippines,Northern Mindanao,,0,mountain,1996225
Mount Kipangko,7.64611,125.38583,Philippines,Northern Mindanao,,0,mountain,1996228
Mount Salalayan,7.65083,125.36528,Philippines,Northern Mindanao,,0,mountain,1996229
Mount Pangalalayan,7.62306,125.38667,Philippines,Davao Region,,0,mountain,1996233
Mount Takulanao,7.58694,125.35639,Philippines,Davao Region,,0,mountain,1996237
Mount Simsiman,7.57722,125.34722,Philippines,Davao Region,,0,mountain,1996240
Mount Tampulong,7.57056,125.29722,Philippines,Northern Mindanao,,0,mountain,1996243
Mount Kasalumayakon,7.5475,125.35667,Philippines,Davao Region,,0,mountain,1996250
Mount Malapangi,7.55056,125.34,Philippines,Davao Region,,0,mountain,1996251
Sinangkangan Mountain,6.1708,124.27168,Philippines,Soccsksargen,,0,mountain,1978238
Pito Peak,6.5425,125.38472,Philippines,Davao Region,,0,peak,1978496
Mount Simod,7.46556,125.33306,Philippines,Davao Region,,0,mountain,1979273
Mount Dinalag,7.47861,125.34778,Philippines,Davao Region,,0,mountain,1979275
Mount Iliyan,7.49694,125.35361,Philippines,Davao Region,,0,mountain,1979277
Mount Saldab,7.4875,125.36472,Philippines,Davao Region,,0,mountain,1979278
Mount Kibubay,7.42278,125.36,Philippines,Davao Region,,0,mountain,1979285
Mount Ebid,7.37222,125.35333,Philippines,Davao Region,,0,mountain,1979289
Mount Luwit,7.36111,125.34361,Philippines,Davao Region,,0,mountain,1979290
Mount Agusan,7.35444,125.32389,Philippines,Davao Region,,0,mountain,1979294
Bagong Silang,7.73139,122.90056,Philippines,Zamboanga Peninsula,,0,mountain,1957488
Mount Calula,7.67892,122.47379,Philippines,Zamboanga Peninsula,,0,mountain,1957528
Mount Gasam,6.03667,121.10806,Philippines,Autonomous Region in Muslim Mindanao,,0,mountain,1957859
Buko Mountain,5.99083,124.60972,Philippines,Soccsksargen,,0,mountain,1958670
Mount Matalangad,5.875,125.28361,Philippines,Soccsksargen,,0,mountain,1958768
